wrapper  | --> Wrapper Started as Console
jvm 1    | 2018-03-02 16:10:58,523+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration to version 4
jvm 1    | 2018-03-02 16:10:58,523+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration to version 5
jvm 1    | 2018-03-02 16:10:58,525+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration to version 5
jvm 1    | 2018-03-02 16:10:58,526+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration to version 6
jvm 1    | 2018-03-02 16:10:58,583+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration to version 6
jvm 1    | 2018-03-02 16:10:58,584+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration to version 7
jvm 1    | 2018-03-02 16:10:58,587+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration to version 7
jvm 1    | 2018-03-02 16:10:58,587+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration to version 8
jvm 1    | 2018-03-02 16:10:58,588+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration to version 8
jvm 1    | 2018-03-02 16:10:58,589+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration to version 9
jvm 1    | 2018-03-02 16:10:58,589+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration to version 9
jvm 1    | 2018-03-02 16:10:58,589+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration.
jvm 1    | 2018-03-02 16:11:07,424+0530 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.targets.DefaultTargetRegistryEventInspector - Adding default target for site content class
jvm 1    | 2018-03-02 16:11:07,424+0530 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.targets.DefaultTargetRegistryEventInspector - Adding default target for npm content class
jvm 1    | 2018-03-02 16:11:07,424+0530 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.targets.DefaultTargetRegistryEventInspector - Adding default target for nuget content class
jvm 1    | 2018-03-02 16:11:07,424+0530 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.targets.DefaultTargetRegistryEventInspector - Adding default target for rubygems content class
jvm 1    | 2018-03-02 16:11:08,360+0530 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Repository Target Registry]...
jvm 1    | 2018-03-02 16:11:08,859+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initialized
jvm 1    | 2018-03-02 16:11:10,537+0530 INFO  [ar-4-thread-1] *TASK org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "3rd party" [id=thirdparty]
jvm 1    | 2018-03-02 16:11:11,241+0530 INFO  [ar-4-thread-4] *TASK org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "Releases" [id=releases]
jvm 1    | 2018-03-02 16:11:11,243+0530 INFO  [ar-4-thread-2] *TASK org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "Snapshots" [id=snapshots]
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Resources:
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/events
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/settings
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/security-diagnostic
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/support-zip
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/system-information
jvm 1    | 2018-03-02 16:11:15,580+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/stores
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/types
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gaDetails
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetails
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckEula
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckInfo
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckStatus
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckSummary/{repositoryId}/{path:.*}
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/log
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/loggers
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/configuration
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-changelog
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-content
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-migration
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/status
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/authenticate
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/download
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/settings
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Components:
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.capabilities.internal.rest.CapabilityNotFoundExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.AuthorizationExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.ErrorStatusRuntimeExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.InvalidConfigurationExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.NoSuchRepositoryExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.jackson.JacksonProvider
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.BadRequestExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ConstraintViolationExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.InvalidObjectExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ObjectNotFoundExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ThrowableExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ValidationErrorsExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationExceptionMapper
jvm 1    | 2018-03-02 16:11:15,581+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationMessageExceptionMapper
jvm 1    | 2018-03-02 16:11:21,291+0530 INFO  [jetty-main-1]  org.sonatype.nexus.rest.NexusApplication_UriMatching - Strict URI matching: true
jvm 1    | 2018-03-02 16:11:24,541+0530 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /home/gamut/softwares/sonatype-work/nexus/conf/ldap.xml
jvm 1    | 2018-03-02 16:11:25,450+0530 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /home/gamut/softwares/sonatype-work/nexus/conf/lvo-plugin.xml
jvm 1    | 2018-03-02 16:11:25,981+0530 INFO  [ar-4-thread-5] *TASK org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Apache Snapshots" [id=apache-snapshots]...
jvm 1    | 2018-03-02 16:11:26,448+0530 INFO  [ar-4-thread-3] *TASK org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Central" [id=central]...
jvm 1    | 2018-03-02 16:11:29,724+0530 INFO  [ar-4-thread-1] *TASK org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "Public Repositories" [id=public]
jvm 1    | 2018-03-02 16:11:32,037+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webresources.internal.WebResourceServiceImpl - Discovered 1971 resources
jvm 1    | 2018-03-02 16:11:32,039+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webresources.internal.WebResourceServlet - Max-age: 30 days (2592000 seconds)
jvm 1    | 2018-03-02 16:11:32,655+0530 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.InstrumentedSelectChannelConnector - Metrics enabled
jvm 1    | 2018-03-02 16:11:33,323+0530 INFO  [jetty-main-1]  org.eclipse.jetty.server.AbstractConnector - Started InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2018-03-02 16:11:33,323+0530 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 1    | 2018-03-02 16:11:33,323+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Started
wrapper  | INT trapped.  Shutting down.
jvm 1    | 2018-03-02 16:13:09,874+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Stopping with code: 0
jvm 1    | 2018-03-02 16:13:09,875+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopping
jvm 1    | 2018-03-02 16:13:09,875+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopping: org.eclipse.jetty.server.Server@4fbdffed
jvm 1    | 2018-03-02 16:13:09,875+0530 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.Server - Graceful shutdown InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2018-03-02 16:13:09,903+0530 INFO  [SIGINT handler]  com.orientechnologies.orient.core.OSignalHandler - Received signal: SIGINT
jvm 1    | 2018-03-02 16:13:09,968+0530 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.Server - Graceful shutdown o.e.j.w.WebAppContext{/nexus,file:/home/gamut/softwares/nexus-2.14.7-01/nexus/},/home/gamut/softwares/nexus-2.14.7-01/nexus
jvm 1    | 2018-03-02 16:13:10,086+0530 INFO  [Wrapper-Control-Event-Monitor]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Received control event: 200
jvm 1    | 2018-03-02 16:13:10,991+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.webapp.WebappBootstrap - Destroying
jvm 1    | 2018-03-02 16:13:11,143+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.NxApplication - Uptime: 4 minutes, 7 seconds and 778 milliseconds
jvm 1    | 2018-03-02 16:13:11,171+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.scheduling.DefaultScheduler - Shutting down Scheduler...
jvm 1    | 2018-03-02 16:13:11,599+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Stopping Nexus Timeline...
jvm 1    | 2018-03-02 16:13:11,601+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.timeline.internal.DefaultTimeline - Stopped Timeline...
jvm 1    | 2018-03-02 16:13:11,602+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.index.DefaultIndexerManager - Shutting down Nexus IndexerManager
jvm 1    | 2018-03-02 16:13:12,034+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.apachehttpclient.Hc4ProviderImpl - Stopped
jvm 1    | 2018-03-02 16:13:12,116+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.events.EventSubscriberHost - Stopping
jvm 1    | 2018-03-02 16:13:12,131+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - OrientDB Server is shutting down...
jvm 1    | 2018-03-02 16:13:12,131+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - Shutting down protocols
jvm 1    | 2018-03-02 16:13:12,131+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.plugin.OServerPluginManager - Shutting down plugins:
jvm 1    | 2018-03-02 16:13:12,131+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.plugin.OServerPluginManager - - jmx
jvm 1    | 2018-03-02 16:13:12,131+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - Shutting down databases:
jvm 1    | 2018-03-02 16:13:12,501+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.core.Orient - OrientDB Engine shutdown complete
jvm 1    | 2018-03-02 16:13:12,501+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - OrientDB Server shutdown complete
jvm 1    | 2018-03-02 16:13:12,501+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.orient.DatabaseServerImpl - Shutdown
jvm 1    | 2018-03-02 16:13:12,501+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.NxApplication - Stopped Nexus Repository Manager OSS 2.14.7-01
jvm 1    | 2018-03-02 16:13:12,618+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.webapp.WebappBootstrap - Destroyed
jvm 1    | 2018-03-02 16:13:12,619+0530 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.handler.ContextHandler - stopped o.e.j.w.WebAppContext{/nexus,file:/home/gamut/softwares/nexus-2.14.7-01/nexus/},/home/gamut/softwares/nexus-2.14.7-01/nexus
jvm 1    | 2018-03-02 16:13:12,718+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopped
wrapper  | <-- Wrapper Stopped
wrapper  | --> Wrapper Started as Daemon
wrapper  | Launching a JVM...
jvm 1    | Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=192m; support was removed in 8.0
jvm 1    | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
jvm 1    |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
jvm 1    | 
jvm 1    | 2018-03-02 16:14:02,717+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Starting with arguments: [./conf/jetty.xml, ./conf/jetty-requestlog.xml]
jvm 1    | 2018-03-02 16:14:03,670+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - JVM ID: 1, JVM PID: 16912, Wrapper PID: 16910, User: gamut
jvm 1    | 2018-03-02 16:14:06,237+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder - Properties:
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-conf='/home/gamut/softwares/nexus-2.14.7-01/../sonatype-work/nexus/conf'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-host='0.0.0.0'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-port='8081'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   bundleBasedir='/home/gamut/softwares/nexus-2.14.7-01'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   java.awt.headless='true'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   networkaddress.cache.ttl='3600'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-app='/home/gamut/softwares/nexus-2.14.7-01/nexus/WEB-INF'
jvm 1    | 2018-03-02 16:14:07,483+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp='/home/gamut/softwares/nexus-2.14.7-01/nexus'
jvm 1    | 2018-03-02 16:14:07,484+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp-context-path='/nexus'
jvm 1    | 2018-03-02 16:14:07,484+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-work='/home/gamut/softwares/sonatype-work/nexus'
jvm 1    | 2018-03-02 16:14:07,484+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   org.eclipse.ecf.provider.filetransfer.retrieve.readTimeout='30000'
jvm 1    | 2018-03-02 16:14:07,484+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   runtime='/home/gamut/softwares/nexus-2.14.7-01/nexus/WEB-INF'
jvm 1    | 2018-03-02 16:14:07,484+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   security-xml-file='/home/gamut/softwares/nexus-2.14.7-01/../sonatype-work/nexus/conf/security.xml'
jvm 1    | 2018-03-02 16:14:07,484+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   storage.diskCache.bufferSize='4096'
